"","citrate_1","citrate_2","citrate_3","citrate_4","citrate_5","citrate_6","ferulic_acid_1","ferulic_acid_2","ferulic_acid_3","ferulic_acid_4","ferulic_acid_5","ferulic_acid_6","glucose_1","glucose_2","glucose_3","glucose_4","glucose_5","glucose_6","serine_1","serine_2","serine_3","serine_4","serine_5"
"PGD38821122",3.10138458862799,3.28447372967618,3.3669818216263,2.50875819158724,3.36344125299961,3.06563439271306,3.14204664713887,3.28564005486924,2.35266203822363,2.60678139108649,3.57817891107972,2.42789227179736,3.3600963561798,3.49022715769612,3.35377613958514,3.48829746929663,3.02784925883594,2.78108447150729,3.09795324331645,3.24887745750958,2.90084873288944,3.70394503756601,3.38020633282194
"PGD38821128",6.01984415953177,6.12828812493173,5.86352462159953,5.89656801961742,6.16100359293689,6.06269755820552,6.22857136959697,6.20473758458495,5.82220836785417,6.09582425097221,6.40219827722419,6.12982139666937,6.17933634044125,6.21233503770384,5.93987049740743,6.23518350346018,6.00167548764836,5.80888233386339,6.10276475645124,6.2296119561042,6.26505754167021,6.19038059470426,6.32216213122898
"PGD38821130",6.80424604841387,6.76375663163015,6.51525033219507,6.54160237631779,7.10723483697392,7.08745215548636,8.23954118724795,8.34658778904709,8.29555496055827,8.33171412257923,8.07291920909322,8.10418891971224,7.19233162677879,7.126428605528,6.92106241164066,6.82344466368009,6.63203176199975,6.604055578104,7.17062227320625,7.33503417853885,7.3514015731383,7.42148939417477,7.29483519686554
"PGD38821132",8.18524448751565,8.20227209447918,8.07843939585213,8.01148421970974,8.07184945470059,8.18259325443022,8.02090242118694,7.97706800541983,7.48444694735468,7.55778777426934,7.77291235030785,7.8645833847557,8.25646872697509,8.3484842722878,8.03380520979015,8.0792979671085,8.44850985029157,8.41314431364232,7.77830265641234,7.56111934991778,7.48738986405508,7.53429873421172,7.56361105052945
"PGD38821138",6.53543531587394,6.63224613523434,6.39252223088904,6.56885751564829,6.82985467050329,6.92238389985076,7.16647861552255,7.15454009912559,6.68999890539454,6.86356903530153,6.9158144407506,7.0585606564231,7.10575860293602,7.05852802444934,7.10120451886991,7.11818337806869,6.81923159198558,6.7088185018614,6.31923375177918,6.12947407127613,6.17403201321939,6.61898742725227,6.38828969554175
"PGD38821140",5.17582133969205,5.50306451627696,5.07156817531029,5.09371101539832,5.27935333116627,5.24814295057313,4.59044978727344,4.24016008253285,4.28711248454635,3.88129890379833,4.46043616927003,3.65344683692818,4.03981767605355,4.41261387393352,4.65194134458193,3.97885346300704,3.91374186485353,4.25084176912436,4.6814750379036,5.0380353191803,4.75482436031161,4.17901869575055,4.70249607954365
"PGD38821142",13.0866493808026,13.0853004823449,12.8832025321711,12.8878529880741,13.1616955185918,13.176756011188,12.9954831550807,13.0076809648946,12.9605924508194,12.9419184173653,13.1204281097171,13.1312587010218,12.6853373932642,12.6840605089541,12.5722176325983,12.5861394516252,12.5267230046946,12.5370227798893,12.5992418453555,12.5786436032327,12.7128001165823,12.7971820744808,12.7804323441988
"PGD38821144",3.88066024364765,3.67584722186061,3.57317845201999,3.51387130277619,3.89715904702364,4.26947022016705,4.907919553561,4.27745737309984,4.19106714989896,4.08821513838403,4.07095991156827,4.3815443164956,3.82695823110282,3.86358938989676,3.90753552641529,3.88096890327708,3.8155591125794,4.64808701245126,4.17745276337113,3.83959856547259,3.89101310159714,4.0820450332732,3.97118953122715
"PGD38821146",1.25092286179632,1.41388498222778,1.46692358428211,1.42880991870214,1.46837541857876,1.83666629161501,1.86095585077028,2.76264615177787,1.97961181489646,1.39576743315774,2.06984003766215,1.36456303765564,1.84521534861098,1.6342071151257,1.87810782315049,1.58193926238501,1.3004260137149,1.87815113549938,1.19015740297291,1.39156496479838,2.05072863402307,2.02599057271275,2.18728518899924
"PGD38821148",6.69778021689182,6.70539086680154,6.48398004378054,6.68696942211842,6.7429462877387,6.84425823497552,6.55107928826366,6.92199671919334,6.68570467840813,6.61385023746188,6.81310241487597,6.88693390568965,5.85811376761732,6.79530485260778,6.09986004439457,6.06764812062966,5.80163340798576,5.88976426112506,7.05404380464161,7.0005356259533,7.15286642323069,7.16594008363701,7.28936350054224
"PGD38821150",4.90444310950241,4.7218452493319,4.55187002831137,4.74718220568372,5.25356994595542,5.2410089887765,5.24608563182874,5.07734504698608,5.14985941169097,5.00941224593096,5.00438955101829,4.85626744650662,5.19833888093966,4.8603363988565,5.07814465957061,5.04622540122749,4.20960788145443,4.59557321049903,4.80996374483429,5.09041806891068,4.9330876644409,4.78485259353847,5.06818598822259
"PGD38821152",3.8621191371031,3.82143647075272,4.15469838474641,3.84522496770792,4.64612392209707,4.21497324456351,5.09965018151409,4.97546227685383,4.32666981170443,4.32705498594043,4.6400079765888,4.9807623846755,4.47342535731697,5.03791262822324,4.38067005473461,4.24557743929275,4.21095910679832,4.03739869804078,4.15384951064354,4.36650161093037,3.83060257108198,4.25223583884222,3.90792799687021
"PGD38821154",4.27305618771633,4.50028803431447,4.27422555542282,4.41637144383323,4.84875253481668,4.85533934666091,5.91103764779149,5.47167446209626,5.28723577863417,4.88118802301806,5.50392959165643,5.75980915339427,5.37275995634226,5.44156171299241,4.85777577165888,5.11387019929923,4.83175106681124,4.49955309402167,4.52424047019384,4.43553361564255,4.42059914268556,5.06325640465963,4.98578097462307
"PGD38821156",7.08850632856932,7.07841877101742,6.90462245436387,6.67834983726115,7.25566274154693,7.31449746541707,7.28210281354921,7.34841373943447,7.03279808713085,6.99023506690941,6.82112965964317,6.78221874837907,6.45324414789938,6.59906970039169,6.73350092054229,6.6759764334442,6.58057189108635,6.26474213036684,7.55885046192488,7.54799740144662,7.50775392576873,7.4218070078586,7.42435646687894
"PGD38821160",2.90415632868441,3.19927379721758,2.74274977183341,2.97945958152622,3.52207825669702,3.46599055412565,3.87411456458093,3.34471454655092,2.96515760405182,3.55879377922341,2.89744333327639,3.14376742303156,3.48842276683789,3.19447048465478,3.08801308239477,2.6456621755793,2.92184441141085,3.08807932528351,3.79910591246371,3.75752285568635,3.57484479934125,3.93265530438427,4.04858910701385
"PGD38821162",4.31007980838234,4.30443461153617,3.79570660489036,3.79102243731222,4.35650871139231,4.54523660130543,4.28739498298908,4.85450928718733,4.37454228883145,4.00777711848103,5.29989160403788,5.01946905036496,3.97404362257007,3.78669422479876,3.33918124554615,3.6501584246079,3.55722943881684,3.14750474214281,3.98090575778132,3.59032768194301,3.98415302743919,4.99732581048978,4.48122582952249
"PGD38821164",3.80399752613406,4.3377121418877,3.84835287512854,3.99154434910537,3.83800149107407,3.98784249229054,4.5236646423562,4.38636203468571,4.22036382950125,4.22368294761562,4.3985456542993,4.47395376857338,4.17038865821712,4.22394325847904,3.5075136528507,4.05184738859347,4.00197382252937,3.95298499608322,4.99120891662146,4.21586060115208,4.35760986579567,3.86907644405484,3.74634336184874
"PGD38821170",4.32625339893837,4.76197309346731,4.16353512613283,4.89102564150667,4.81650039410141,4.73364039597456,5.22136720534939,5.19733755740872,3.463202014123,4.12904065948028,4.85950366013836,4.85434584485068,4.72337033887927,5.06715903270639,4.49201857076324,3.89363984161942,4.44629446620839,4.05117341997557,3.03185134450227,3.66480023547234,3.47163186026834,4.45894165123472,3.83066636880149
"PGD38821172",4.54918476003575,4.14289484653699,4.00401243499229,4.39724824264514,4.18986397547674,4.13125377811204,4.59351055226673,4.42405766308458,3.92423772547305,4.1701990763596,4.32886918173268,4.20823403475231,4.4230168970163,4.04341774366619,3.50443435880651,3.78787896603387,3.17361001945778,4.30459625124749,3.91115493609104,4.26411122379895,4.23381528033194,4.18814554384565,4.08169112897471
"PGD38821174",5.55403920434816,5.83622609952789,5.9299459423384,6.01690978243297,6.01069921456009,5.90827634550552,5.94286603494043,5.72801969001764,5.4051605031351,5.77781206295857,5.53443842015303,5.54904888904827,6.13466191699528,6.39464811643942,5.83811488549326,6.21545193284203,6.06620798248254,5.96388714732203,6.07171017088141,5.86073071994619,6.06471968199937,5.92082644851638,5.7306172677978
"PGD38821176",7.43587668080823,7.35324722057031,7.1877525658919,7.15308217219932,7.62569267669531,7.49538167230772,7.81236005350204,7.74496079382508,7.54082395369664,7.48025436399332,7.46804271079724,7.37220137422376,7.4209773115552,7.20647270352238,7.59801282855046,7.81076478251503,7.19126048428103,7.31847016690303,7.19294910670551,7.28474631513292,7.25088802678622,7.34208543885626,7.42459268744431
"PGD38821178",5.29388438099644,5.38608804573406,5.38261537468792,5.02624983821379,5.38665417436456,5.54199120310055,5.63183649822767,5.41548471559283,5.39554093533332,5.71307330963688,5.64555953385114,5.32447549865912,5.4144179352939,5.39262384998765,5.28879827188326,5.43099076396307,5.21673097100998,5.66752260775808,5.24865624014746,5.52278381110119,5.7276447880247,5.53839380617483,4.98210190511925
"PGD38821180",2.91503901548232,3.12984301407911,2.8592665540296,2.98845826115873,3.7160058225493,3.93495221583757,3.70743182126082,3.49461031146488,3.45349736096571,3.23574555752808,3.32001511729833,3.3944149291937,3.85263695042576,3.48622559838546,3.09853062469709,3.25898614272648,3.3238380093184,3.28195066102583,3.26676086416174,3.03484313505681,3.07701683337936,3.3766247843326,3.34753000769765
"PGD38821182",6.91592704587879,6.88455877566674,7.30760387622449,7.22571226030837,7.332951354941,7.2904240274279,6.5464097190905,6.34311580697916,6.76754825197626,6.64734485389115,6.70285952847532,6.48932013968065,5.85390794170999,7.18124236511994,6.81016913257338,7.07259683730136,7.56328624236958,7.19264153470959,6.3699461057691,6.40330238091839,6.62073272919026,6.36091756407485,6.12471611938189
"PGD38821184",3.4911431081226,3.98631640087979,3.46693090073575,3.47459247941875,3.21952237510203,3.79360933689235,4.02590177502377,3.95273879007924,3.92036208775879,3.80939837756618,4.11881347966112,3.99158636739393,3.38477165763162,3.23467609987473,3.61253832424878,3.58756052009723,2.68336589691813,3.61261562242298,4.23913627259555,3.80185257370415,3.84156682067521,3.50946154418728,3.85798840021646
"PGD38821186",3.91022167493776,3.53923865969227,3.79938211580207,3.13194975973697,3.9924824924122,4.00844878324322,3.83274862876817,3.62553928747197,3.94425711501924,3.69873412927189,3.70758943544249,3.66202769984687,3.68915682171067,3.84428197502195,3.79497060955452,4.0250225417973,3.17270708557308,3.32158409258027,4.2109140870913,4.06280669410765,4.30156528357558,3.74018201607626,3.51081842696078
"PGD38821188",4.9742363710336,5.06946338316224,5.16281361846595,5.29942211329474,5.62270659337216,5.289959926991,5.38849241170493,4.9928445640068,4.67103877052385,4.91232746917333,4.86932957618947,4.54022030911151,4.72408036483076,4.64383678422282,4.80960541049506,5.00314606890819,4.94620614620702,4.33722760619012,3.98537108236547,4.39377358906358,4.28231100826894,4.0109891926974,4.21942021220469
"PGD38821190",1.95268470384404,2.06540771383362,1.9847388954004,2.3376830241814,2.88765126856586,2.34214579994744,2.19726475526867,2.95417495643047,2.7196157334003,1.78828215735123,2.62594689591007,2.23689237736027,2.7684596147588,2.6018894217135,2.08880233375643,2.56111129629529,1.82930140024842,2.57976982359018,3.02478488747749,2.55377797805744,2.31490562301519,2.57458830776449,2.38410255148387
"PGD38821192",1.75916313119403,1.88829800393016,1.78945011120327,1.74754876689999,2.03039359514765,2.10386746114914,2.30270640140957,2.64124155406021,2.91282740195965,3.06326732477475,2.89594638328395,2.98896299932157,2.41233293016121,2.57531817539193,2.75381402583975,2.92858425993007,2.06635095904267,2.75387642016556,2.55804377901294,2.09663686724795,2.01424171084195,1.98073395206292,1.49315533260127
"PGD38821194",5.8703799670246,5.76781708411584,5.55094014013175,5.64184532461881,6.60518307003132,6.70634047160831,7.32404818708544,7.26924358804784,7.11170375874354,6.98621319953198,7.03974583307654,7.14136884571379,7.75578233284924,7.78657284212058,7.1387175859037,6.96122385139844,6.33612786181801,6.67483902264899,5.95324568172577,6.08036689034623,5.81218028715124,6.39038341129571,6.33732945940141
"PGD38821196",6.77424595714272,6.91467252542284,6.87863992124258,6.81840817356024,6.75771131079598,6.95701407040303,6.49375289621945,6.68530683003669,6.3480078662014,6.3505146788397,6.47274413713982,6.20423744680571,6.41744853409388,6.91566137498218,6.84572185835421,6.72166165463547,6.40988705239659,6.55524424691846,6.54460644889192,6.69835113474695,6.63613817020676,6.90389701623005,6.78136001437539
"PGD38821198",6.05232753756745,5.99499683347507,5.97922749356426,5.3941830677336,6.17496001699734,6.17998120746664,5.61450880581727,5.53373490756671,4.98129702782376,5.03534305867229,5.06760898159194,5.3906935439287,5.47265865522703,5.0678441005337,5.30479504407981,5.33464079635412,4.91777264816701,4.77507996399794,6.42686640693105,6.55971535597178,6.4839203286819,6.3739067346983,6.41639671007447
"PGD38821200",4.95233961379698,5.01007307932376,4.91747887661558,4.25792804270063,5.10655309587282,5.04676148634475,5.63190749752384,5.65956656635604,5.8742222996588,5.95027417842036,5.93008193385118,5.9435864060222,5.3560534655719,5.25213610460804,4.79789275035697,5.32684845930437,4.93712218051173,4.96015349299401,4.77803313456269,5.34706265647367,5.01707368076527,5.1433924388267,5.49308495124296
"PGD38821202",5.25171588809218,5.3691510554053,5.38315683176809,5.45072912655138,5.25690229797418,5.10594349636085,5.52027498429474,5.57334667179632,5.74693038669796,5.8746478045474,5.7825331437141,5.41941180745841,5.88368319890545,5.96196672965057,5.49008406339229,5.79182633699968,5.55064363492409,5.64432924556216,5.29834960136492,5.40674235810705,5.48321184456696,5.25114885314398,5.21615728882649
"PGD38821204",5.69166628724415,5.42104273268764,5.63295586824619,5.42954343536803,5.68302355521662,5.57167307980723,4.92288814621886,5.0971609248895,5.00748491230959,4.99032835690911,5.47682276531645,5.28099830069626,4.98726931327525,4.78891433112858,4.61445699870068,4.01182966544494,4.08242628872677,4.88000361173495,5.90860345657767,5.81185678242458,5.64758597401104,5.80201301271088,5.85991634070873
"PGD38821206",4.05573323528518,4.80187681681003,5.01911320474852,4.63331882539755,4.48102148839285,4.47644489897837,4.2394377845418,4.30600452866496,4.26800603055663,4.41308254746441,3.90402070397257,4.46237093566279,3.58828686834585,3.7152094703382,4.2636286292042,3.72446980386788,4.31602138530202,4.56528709971008,4.3056198394821,4.15899390820864,4.73861810682341,4.31282146499744,4.40795278449099
