"","citrate_1","citrate_2","citrate_3","citrate_4","citrate_5","citrate_6","ferulic_acid_1","ferulic_acid_2","ferulic_acid_3","ferulic_acid_4","ferulic_acid_5","ferulic_acid_6","glucose_1","glucose_2","glucose_3","glucose_4","glucose_5","glucose_6","serine_1","serine_2","serine_3","serine_4","serine_5"
"PGD38823810",3.81717596516104,3.66261754418972,4.15839595917766,3.90572973712036,3.97805973037095,3.99924029358983,3.77226095008121,4.22861255814147,3.65282802581599,3.8932560074371,3.8577581450993,3.99046824457949,3.92826937224463,4.0087074270188,5.63850978853465,5.51489236839325,5.41620176869059,5.35330541441843,3.99022129155785,4.00928933281044,3.82649885205441,3.69582268535129,3.85376903186946
"PGD38823812",3.44412133328238,3.33667067270515,3.41884837532681,3.49241276996397,3.57959565390699,3.36410502647159,3.18899297787508,3.68262962559722,3.67076659428462,3.62477409089295,3.13927087240444,3.46828328982624,3.48338039162638,3.47850119346674,3.69068692923037,4.048745988377,3.58567802350943,3.54049626883372,3.72892160568152,3.29520825336392,3.50885446392515,3.33658569972669,3.88893828858128
"PGD38823816",3.38151184551442,3.80912158031439,3.19738035045273,3.29402599212118,3.97616535246553,3.25195194375584,3.70922262922268,3.91492793259844,3.74735115542215,3.83241542481327,3.62667072068336,3.94660433743888,3.74710905292717,3.48384317969508,3.01325123785717,3.67266630910598,3.42865974949863,3.54870391853488,3.42735466490792,3.38845195746445,3.42817890541381,2.94820764499991,3.63164320591276
"PGD38823818",2.19884287642719,2.03375191327787,2.359005674152,2.72547139772295,2.26056714734681,2.31607293183992,2.43144713561173,1.4627285160979,1.96596651898234,2.40004496279142,2.75112113151091,2.19916967343881,2.1484830810811,2.46778108587221,2.75486010134473,3.55822457907889,2.33221772861386,2.53930056542355,2.2832567656646,1.74472331595719,2.52207642858117,2.18616409644745,2.16482417318263
"PGD38823824",3.02930233373485,3.42437740360861,3.15297068077071,3.38407108841579,3.25565905570394,3.00734977351823,3.39161173826927,3.13266442520935,2.90562630798269,3.0788502678699,3.25049982235839,3.20829982514887,2.9489079230448,3.14448024817598,3.80899745571153,3.34484283227395,3.72190656743578,3.36880194779159,2.35711054225974,2.85898651854451,2.64167405183018,3.31040937638441,2.89772946359752
"PGD38823826",2.41491756511527,2.59646232461194,2.67024449916392,2.01063347870096,2.5423625720521,2.08014850051795,2.942560654922,3.01166638705623,2.89539762420318,3.14478209355107,2.8555098471903,3.20469950347409,1.94722698521341,2.55693183943909,2.87984505429744,2.42615738636667,2.4748583722366,2.1923210551793,2.52544151934578,2.35487829167164,2.28438270112475,2.65009760509363,2.28467185818651
"PGD38823828",5.2974448523058,5.42031854894168,5.05533486811146,5.29868994962238,5.14310720718276,4.9261924957819,5.3171050025076,5.05020380587324,5.20149531666725,5.00077296919242,5.35007801535189,5.05636957254836,5.45873514088692,5.14214713255075,5.14599845070489,5.04603146235093,5.33357616199737,5.39101679448556,5.18720184978664,5.22459146849325,5.10354498266778,4.63078896282639,4.81386090814192
"PGD38823830",5.21361585649798,5.49682030015715,5.59029214379677,5.5059009955739,5.20520632978237,5.08983273337266,4.97133714537375,5.16869326706041,5.58752279893465,5.10128276709562,5.22608789414955,5.13160247801619,4.94772583912758,4.67614375242424,4.48559787167668,4.56120781822897,4.91934364869566,4.589553926235,6.74147787381712,6.78515069146754,7.08125787686506,6.45476783240436,6.53246819503117
"PGD38823832",8.44673667067795,8.46554981818804,8.57524714590462,8.46843492295633,8.1217211755157,8.16991083380133,7.56661712693602,7.49320841042718,7.64860122019285,7.71447928799168,7.39455510596212,7.52228381947176,7.52608592492407,7.57016659880435,7.49991591525213,7.42604071700284,7.88978292919056,7.76532923370476,8.25316274061121,8.21052704413132,8.30633988466396,8.08990118275282,8.20901615199417
"PGD38823834",4.71929497029128,4.32709001427928,4.45367640836311,4.38819904007832,4.34333054220277,4.05138015886501,3.92527574240745,3.78633716639855,4.03846053670723,3.31771406310204,4.0079350278223,3.96043484390396,3.84524256860008,3.88124051972347,4.49071697555768,4.55130215429049,4.54633518500968,4.39381710912124,3.68803499968402,3.48913899575765,3.80385817550139,3.94112686505601,4.14353791787976
"PGD38823838",4.43494554351296,4.27946264012052,4.9371899655342,4.64804619319398,3.89444595075654,4.35059561722972,4.24587618122871,4.39860014526715,4.1005100009816,4.27422834984141,4.30259024851301,4.57845813703752,4.87458828480264,4.90136678800359,4.71858479143602,4.91984945004291,5.01085656551542,4.33863754780484,4.5859064188509,4.3164903166794,4.64921541761024,4.55767182055336,4.40346730763652
"PGD38823840",6.84835661967293,6.99767724683185,7.09380947887974,7.00494507338468,6.85355172696257,6.90368246779941,6.8927507175283,6.87036425836796,7.14791643510668,7.06796842524896,6.95857279790005,7.11252911480982,7.17680047054793,7.0900892494058,7.38229579793733,7.33365317660054,7.27556284843624,7.42454780272648,7.18354509039628,7.15280813676033,7.09508085840936,7.16240492570091,6.88633957729577
"PGD38823842",5.43138512241703,5.29008412391976,5.47967426189101,5.41294466145815,5.69819082129893,5.63689035227103,5.47917159320299,5.59085593892901,5.3648310382204,5.1476721531372,5.47189395239887,5.3097338415048,5.80796604042488,5.82701105629953,5.11722532804211,4.85745776495685,5.43524283401386,5.64316580847226,5.73134255222397,5.64615043142248,5.79830825037519,5.58972988473852,5.84631451029221
"PGD38823844",6.00424927583246,5.9422913908488,5.92214338358428,5.88787816054208,5.90910041160837,5.8764813107216,6.80637210578515,6.74722124572683,6.95303488932695,6.88387472151059,7.11613063796226,7.13567537578238,6.40612568337351,6.25006833374618,6.49000805751582,6.51706310153273,6.57082544297239,6.93393921447928,9.40411770803643,9.3398896415906,9.40637397699208,9.43190546586101,9.46134042775917
"PGD38823846",4.23425297375925,4.1062639616183,3.65078970238009,4.29767753747808,3.93207852923517,3.6908736328884,4.41421658276423,4.3501521014426,4.26290621507984,4.16102788311948,4.29425320941792,4.51130189136192,4.16841951499098,4.35201039940374,4.21689169392382,3.94196184636605,3.87461009605659,4.4328896063063,5.60411737955572,5.76873307501922,5.79157079872517,5.59319766734724,5.44397349411627
"PGD38823848",3.31548317354642,2.8473149804422,3.35745502787814,3.22261649771868,2.6980947489404,3.2000831039364,3.28027474361114,3.87630277159977,3.95303600192773,3.84262691782042,4.07654176979772,3.76953438270005,3.75954919992446,3.5591665620965,4.06493773543654,3.63846875007815,3.55112079051645,3.50715866745859,5.00618799642811,5.01518718303466,4.86894120756013,4.15783195473243,4.65256973624743
"PGD38823850",4.96941883797822,5.35320775528652,4.92628753390421,4.98013543377327,4.7837392535874,5.28233033769536,5.53717903288282,5.71956741941316,5.99526082295455,5.87597175521886,5.73748291865203,5.97323864382449,5.5918927249105,5.49224494074777,5.80265104298929,5.93708926792083,5.61671940464443,5.61042569339611,7.39545806264794,7.51580199088254,7.63332252986916,7.24507346260302,7.15487710441011
"PGD38823852",7.21793720702267,7.16501328284364,7.10073539916103,7.31972023167469,7.26168427311165,7.21638300222142,7.29796935949465,7.43622175597304,7.50586126202598,7.41658549434074,7.27693129874869,7.60072848837612,7.6716351515783,7.67458348827586,7.62277219194283,7.77809640677829,7.41445812477012,7.35248014636141,6.8507696025185,6.98355509281345,7.00070009303098,7.14236627656449,7.06566369466663
"PGD38823854",6.19183494352319,6.12470733954045,5.74743977206609,6.21628034581102,6.23958028580425,6.26177746271371,6.28318331799958,6.23598222211145,6.04553846379733,5.99385415458678,6.14931354042214,6.13800703427795,6.1111057862953,6.19730085855901,6.24569672553304,6.27570947875985,6.13109025228908,5.90765848862882,6.28324157418069,6.33999888989472,6.115367215176,5.93222210939088,6.16173161322611
"PGD38823856",8.08249332953099,8.13592763805774,8.19912742884902,8.20782783544748,8.12728948431434,8.10481125722,7.97627755179624,8.01472022295441,8.10375215884025,8.03973970768137,7.89530843084652,8.14538490106695,8.63994860775763,8.57215043589931,8.29473743263398,8.29160467323945,8.89176040909118,8.74418274506545,7.94287953692281,7.89885469864978,7.98901576460267,7.92435006257599,7.98623726385005
"PGD38823858",8.72211246061969,8.81080577494233,8.88400404251131,8.8114458729825,8.80491515460511,8.79779103120628,9.20367936406274,9.21476903840723,9.41100694731483,9.38672423178806,9.37910134750391,9.39848498244816,9.45287021932441,9.50773576786767,9.66544605608708,9.70779157137794,9.83799994008075,9.81530803028265,8.62313614990124,8.54703999204089,8.49154459381537,8.43440774068135,8.53400443228174
"PGD38823860",7.32798915489983,7.58977295219975,6.94181003650583,6.77088729081357,7.81306636937715,7.77936779378793,7.98875450382688,7.95995485634724,7.18040992753566,7.2798117315059,8.0462379686411,8.04906556268321,8.22775098618198,8.2010587445148,7.19677140732404,7.37495846679814,7.30717897811588,7.16087417014494,7.33325505379639,7.52835616404783,7.76188586218901,8.12271848750471,8.14512620171042
"PGD38823864",3.72147131242954,3.84035037624543,3.2155439190262,3.58642390255789,3.45328642190302,3.50825208919212,3.67084716408654,4.09564435684405,3.45552388597072,3.92011906076727,3.63345151691047,4.12051143670085,3.8893890484059,4.2737819154349,3.68666684166077,4.64133860819874,3.73307005417953,3.53150554881703,4.4640791508816,4.41976088966318,4.43054438086499,3.67258734698629,3.43261735277279
"PGD38823866",3.2632880530294,3.42412751085604,3.07048479451074,3.1734413821215,2.6622234874751,3.31697071046096,3.59650635532017,2.95028697042691,3.01737657088241,3.35225898820756,3.48409194607979,3.20845476552912,2.74227535128732,3.14468020237371,2.7993262271169,2.98571279921287,3.04506425947498,3.00675938147276,3.61634902146494,3.07240295287039,3.4968528060978,3.3104160674489,2.89831016219799
"PGD38823868",7.12378670362978,7.03532993234662,7.16484014677786,7.11711235674689,7.12344979456302,7.07449516274935,7.43329101172474,7.41511015950732,7.56695488793366,7.46847208857416,7.53525206335859,7.71518919586733,7.41892835651677,7.5418492326867,6.78495165404454,6.77606627759161,7.25018863301918,6.98301944976155,6.76078741354088,6.83257044740824,7.01416886840721,7.00737992563903,7.12216985326234
"PGD38823870",4.97000014970731,4.67418321223804,4.91059891935744,4.87302108663826,4.88684635395693,4.52654866576013,4.79267950725504,5.34630266295884,4.71321513666088,5.29756526467434,4.95484829560553,4.99731587568693,8.49100040036759,4.98183751447409,5.31768547721397,4.71764678311986,5.4916949395108,5.19503762857099,5.11615893446209,4.91433548977099,5.04750368311766,4.42556324025878,4.6947137790036
"PGD38823872",7.23767738394147,7.23996745756267,7.19348824590676,7.31815778687834,7.29836511348305,7.22815019454063,7.25921312834897,7.25917068348884,7.23917724182072,7.15458794930989,7.32808268516239,7.13536007080435,7.34983029489908,7.33495984801133,7.35091423725595,7.52433095356603,7.59659611047876,7.43847532776447,7.17619810970215,7.02052875806288,6.81751596739651,7.14512855170269,7.23627566788236
"PGD38823874",6.69066824015488,6.64003512160146,6.79103456823361,6.56652455619261,6.60120572503177,6.65512830623914,7.26462256931186,7.21905194683857,7.54211927856044,7.32485041758857,7.40802728712623,7.37812619256872,7.10649684745675,7.33133869658945,7.33434944125536,7.35731115248522,7.48501440695175,7.03346908325486,6.56068604990908,6.11078839875085,6.40350297771853,6.52769956396932,6.15289456198296
"PGD38823876",6.45683160345746,6.23009727675538,6.43419113888554,6.41034475674115,6.68539362626098,6.59457713847525,6.82351044604609,6.71838195121826,7.01466513064564,6.96362752903933,6.93828856981194,7.04823547082959,7.11241930670403,7.04864655503695,6.81886483894438,7.0104522374152,7.16351353594328,7.1353527767831,7.28356265103756,7.31128720382093,7.35059393721929,7.07960488460221,7.12418625804503
"PGD38823878",6.739383758143,6.81161786245258,6.83125552113356,6.79792148788079,6.61631450124616,6.72054586044189,6.25116706759425,6.27603596479297,6.18975456457447,6.06123351214112,6.21058855894115,6.32009215389789,6.37661442515607,6.26178096426792,6.39504506764798,6.36111463307572,6.18639845351918,6.56570926528081,6.78386661049667,6.5489253974405,6.65429495660742,6.60130045375957,6.59417484426197
"PGD38823880",10.2223585286542,10.2243037064518,10.1474634506808,10.149198397028,10.1160559578299,10.1521189082584,10.3191803857987,10.3080353405939,10.13840884967,10.1662769349913,10.2589275359508,10.1870243057186,10.582969246831,10.6585334170815,10.7362687915921,10.8110360242209,10.8949316578924,10.8521107976515,9.61302228383456,9.57076637519648,9.52607468761631,9.63689080348623,9.62528656040556
"PGD38823882",9.90472129143082,9.89327937264548,9.88680028235533,9.89956125543422,10.0904254947602,10.1021340638537,10.2392380363433,10.2100252269285,10.3127276948596,10.2859526808614,10.2101911218572,10.1959028601629,10.420820733173,10.4171083816112,10.6053232878716,10.6176374804575,10.6577287543573,10.6194414401111,9.46303741121998,9.44013659898894,9.36811782513231,9.59920981689062,9.52170255044051
"PGD38823884",7.25502940010733,7.06484954705614,7.2015011127988,7.3266819288811,6.86482735185784,6.62214654865652,6.21372663865185,6.12657718457789,6.0124041224333,6.21220703514815,6.29414250886637,6.28046995672536,5.36188031213236,5.55014829057436,5.73831260853056,5.60343151011774,5.57661422312137,5.96757464518493,7.02730836266665,7.16772275032753,7.21133734970655,7.06247052039867,7.17806492488314
"PGD38823890",6.07239924652067,6.05146209005704,5.88184256573174,6.02946158652626,6.11735648699141,6.23318332922349,5.85512974453458,6.08141234836003,6.16621552571155,6.08402145035687,6.12211953420005,6.19597924718629,6.2539826253131,6.49335612369773,6.42601891327535,6.17265044118952,6.43140904252901,6.30548753980363,5.79201073589627,5.86048913987944,5.95640082632373,5.99925160787897,6.27168458578944
"PGD38823894",6.41152828498653,6.4922864832555,6.3302197027121,6.3548767599848,6.30657748460036,6.18675968456016,6.83631664814067,6.84231801282596,6.85502473907969,6.7303644781062,6.82735166214931,6.58677845357177,6.84858597669011,6.8762617991943,6.80008398468626,6.46982820113676,7.01085283009751,6.92580593779822,5.65073849640317,5.46222524634373,5.83538083992612,6.06204652333722,5.80222913485263
"PGD38823898",6.51724517274607,6.42931118352922,6.59095948761971,6.66386390752222,6.77970805686852,6.8144437354519,6.81170819307766,6.67275990633269,6.86438714921689,6.76770876310191,6.82075923337466,6.62245171928731,7.0464272036386,6.94501104971101,6.47702589182909,6.41489328343856,6.70249906414787,6.68977585044962,6.69909418966174,6.6131662872455,6.58503369993205,6.61553925964699,6.42089150011687
"PGD38823902",6.44818769289214,6.40290081149973,6.34393334543314,6.49933333999747,6.42624947496098,6.35741424696831,6.11593872093059,6.25473661765263,5.89124846752607,5.9983509254133,6.35447614580573,5.70464246698996,6.09139266469344,5.96847821808714,6.26778848506894,6.6014302303396,6.48647678023751,6.33194644262948,6.36697703500331,6.11538817160062,6.12686103810101,6.09354521503687,6.14196060529317
"PGD38823906",8.88175840965313,8.95467739953625,8.85872704289288,8.79748783089281,8.8945128684789,8.93058049482682,9.21680333497708,9.13799003329065,9.41550275960873,9.42101030096604,9.46423612775528,9.4593956869623,9.25821500427391,9.24002733340011,8.98602982903637,8.89235627852307,8.96696054592131,8.99498830596746,8.76159887854528,8.74192263453966,8.8001700585674,8.95365464156776,8.9659685418393
"PGD38823930",7.50921555894872,7.46898721354778,7.50927360487824,7.39437643999266,7.49808555767439,7.56353872435032,7.9964163126334,8.00251307593247,7.86569055394011,7.90978252044974,8.11845726316721,8.18000890054225,7.78036943638918,7.84749120515824,8.16760282864014,8.10209127867991,7.83762794694109,7.74403234081115,7.52439432683245,7.67228016412997,7.44402034922041,8.01959026515147,7.93834811231634
"PGD38823932",7.93257891507247,7.89022285649524,8.11676776563575,8.02065034236555,7.88258826152283,7.88000486546186,7.96314722558402,8.02961740969713,8.10034333002775,8.07772771258077,8.22554606027931,8.10253384399937,8.18853851989208,8.11587560841089,8.12591221549926,8.05099930905758,8.40596966588692,8.2608228401627,8.08360924111082,8.12395207290525,8.11061143817788,8.15447248113894,8.21473609628211
"PGD38823934",8.90133467911583,8.90007933531166,9.08551253685242,8.96051886881162,8.77845884295099,8.75265055772838,8.03394634197135,8.07077123739396,8.06184231175516,8.07887530271386,8.06861863302736,8.0589080783622,8.31983881298482,8.35391859627864,8.60707936804892,8.49363268579445,8.6944295055176,8.8170540766059,7.66878755071417,7.63162491608612,7.59405777020855,7.76409027646685,7.61193226753945
"PGD38823940",5.79676365890383,5.18982801585488,5.52303718761789,5.56175670012014,5.59091059194641,5.60968052115703,5.76050568135737,5.46056654059212,5.49118904473992,5.91377147600015,5.66269253784198,5.85725793671661,5.76834245918807,5.80702853891483,5.46593055244623,5.68720784467877,5.68573056138918,5.8537031540328,5.35109999604791,5.35816024392571,5.57099922290182,5.75718325148339,5.48845568565948
"PGD38823942",9.58788806871837,9.59884089319565,9.56388978833728,9.60751940244698,9.59661852646816,9.62652020870545,9.5345031885447,9.51786832491157,9.63276137632341,9.53920572668506,9.73447067368429,9.67394639452976,9.83407017046077,9.80393172397688,9.84521745948164,9.78678955705419,9.82624816160384,9.74571761016482,9.533880792448,9.54962448519534,9.68080238260833,9.57928320362463,9.5271031051358
"PGD38823944",6.94755853021273,6.8652937326655,6.84171542957263,6.96011986961884,6.89218970417797,6.76098612318352,6.73552418908032,6.62460876198401,6.93655592187895,6.82474838686313,6.56583681726236,6.62542000927342,6.92091440129633,6.92788889354929,6.98441812120498,7.06181599125278,7.54406853803783,7.2479959059987,6.44078420659798,6.62492970141569,6.33516133015286,6.45713495001549,6.50548421830977
"PGD38823946",4.92324130553684,5.11194556749758,4.97120805715469,5.37167345552856,4.56266845580895,4.70883921783613,4.22804536391283,4.20643788458389,4.49637239043047,4.44794531951142,4.07531303129259,4.76538616396502,5.47819074672559,5.33732709301542,4.80860949949007,5.61205102020783,5.79794908114588,5.45345077287685,4.48278165327106,4.29422496791629,4.19962011463384,4.32275801174506,4.42374010102311
"PGD38823950",4.66687623205362,4.97515419079498,4.54742412391564,4.67963720830812,4.92269165404934,4.88321380191658,4.9580276352254,4.50670583273208,4.39647461085656,4.44438937502185,4.86553560184857,4.26589156957884,4.68711406034067,4.67268764482197,5.09911980441782,4.92780593298516,4.77719917676294,4.33141341829465,5.00956677078539,5.02544133865946,5.2556207981012,4.9353043800527,4.98750118169131
"PGD38823954",4.84951926815983,4.72255117431393,5.1198526837058,4.80410949871657,4.5396211414958,4.45243540193881,4.04323695878059,4.40411536989818,4.68609648167331,4.85584358623848,4.62191565809963,4.4471584665565,4.4031022921917,4.9911337393287,5.00554891891017,4.97356862508075,4.91491983901972,5.00564803806617,4.95833276903962,4.8809796739758,4.60817199705688,4.5506959596819,4.0296003203497
"PGD38823956",7.6262623027707,7.55770256755576,7.42718670688061,7.43347706101102,7.63071521415649,7.6192887475855,7.60876488713566,7.73021769793228,7.64431965892854,7.63954460862309,7.78292242662803,7.70390378501069,7.73305394936167,7.75373473948033,7.89640118933587,8.22270405402083,7.99747306623668,7.89650573625652,7.10165578724979,7.20811838251705,7.11682549520314,7.33363970822054,7.29998369076108
"PGD38823958",7.00769532607224,6.89122157192934,7.03964729908783,6.78908883199697,6.60171237507931,6.6418175143075,6.57424320715676,6.65770640427109,6.54608371715634,6.68100208303385,6.54427803098595,6.45623356325411,6.58638070782543,6.78396450492483,6.60857964273158,6.82661807921183,7.08400439405617,7.28352932035688,5.21659906032376,5.29946042896792,5.59823889182377,5.29985282513108,5.34830661842452
"PGD38823960",4.71481076705267,4.76033821572767,5.34591926434896,5.17713781892303,5.10299790228405,5.19989458803254,4.8246452051604,4.66842832660387,5.0994924211967,5.24298326503376,4.64505404023028,4.7645385333682,5.60252438280853,5.69219131621625,5.50077600974628,5.46713541864243,5.92192039528513,5.89632079864539,3.9092933648585,4.06949655990339,4.47681779757715,3.57926391700938,4.65611371357239
"PGD38823962",6.22108918656227,6.26464988580068,6.30127151859868,6.40933508939453,6.41617379425011,6.3493116711964,7.02128724963493,6.98428171970207,6.98440170248229,6.91614174389228,6.71454861170389,6.86294050822092,6.93558431138614,7.00184247426319,7.13131139211979,7.04349718315744,6.88508438506945,6.96651019041241,6.3977799070858,6.35339419825694,6.29881528236556,6.34046357316645,6.05841381790968
"PGD38823964",5.91723398857316,5.70207254212804,5.50447821912904,5.81623137459764,5.97573738533922,5.81750178075365,6.07850584884704,6.15623908932569,5.82490230568661,5.91633122788857,6.10995871872109,6.07647046087528,5.43333648045178,5.49472144230552,5.99791964314365,6.07520885928167,5.80290773602495,5.23491394047899,6.12792829746424,6.15317992994655,5.86982046286233,6.00958631613683,5.87959128991264
"PGD38823966",4.63703553163998,4.42453291619237,4.91792320294538,4.85182097684263,4.88123250635867,5.05821004622548,4.93105856626431,4.50856387019064,5.05624085552387,4.84362190429974,4.64857566484812,4.91239068174697,5.30000928686412,5.05946946982212,5.28778509549224,5.06871811073618,5.28876459048641,4.80725891760628,4.16971209307657,4.29241827326498,4.50034012554682,4.38950013445369,4.14141149505597
"PGD38823968",6.10946800206946,6.13130160517132,6.21513738376111,6.30187379709596,5.93103570416433,6.25038772287763,5.56345805878268,5.69191070980065,5.86456504059055,5.9196277484981,6.10810771072751,6.00717322393035,5.88859873242249,5.77494020702594,5.90048533182652,5.82405578029243,6.08444772716921,6.3601281950448,6.07134955061935,5.84119732259959,5.87160207199789,5.51329304841638,5.9011625276782
"PGD38823970",4.70425006673258,4.9692395789185,4.81267159649452,5.09075123705358,5.14780999734706,5.15926549488348,5.46832914370171,5.29832487099261,5.14852320087139,5.52217721535781,5.11451424449653,5.56570031055422,5.48247889265203,5.50862562594883,6.08703285579226,6.08494617728857,5.71471428528845,5.33973865118838,4.54623030526332,4.50422683984816,4.15435321376806,4.75007210005246,4.91631957231678
"PGD38823974",8.51923127094631,8.45730687245691,8.33184014940243,8.49725661995573,8.66639521848399,8.70413807504466,8.25430074487278,8.23939945733265,8.14780762395779,8.22567249813233,8.27634490209446,8.21928344571919,8.9979660671855,8.93646706666985,8.98232966704026,9.11563651191015,9.2101672545844,9.10951278114683,7.65963065014609,7.63416413822142,7.54701184044082,7.75345321266659,7.86701296913879
"PGD38823976",10.5509348292624,10.5531321114315,10.5244329835203,10.5066639791794,10.5540816035024,10.5355809007314,10.3464110579719,10.3652877383967,10.3063321956887,10.2896232065668,10.3841488611024,10.3865249211521,10.9106930028755,10.9116158471134,10.9281459973746,10.9083939344687,11.2451200068427,11.1963474388832,9.44333440415939,9.46864479864011,9.51828072599515,9.74856990456023,9.59600091349076
"PGD38823978",8.57657948285211,8.55852927852067,8.74215709784673,8.71675892389933,8.19774675241553,8.23943131643225,7.34691605925577,7.53814644257496,7.49167202002446,7.58810173512398,7.56210035545924,7.75362524540728,8.37806814150894,8.40286113950498,8.32245352509414,8.44640863842159,8.76300214021408,8.8117557065351,7.57149431140833,7.61720701880076,7.52693384096016,7.45378698553578,7.70210214601044
"PGD38823980",5.73248927264564,5.56256945707003,5.62253753899373,5.6683209407887,5.39209102510657,5.45358563608333,5.57651929240954,5.27749688178286,5.59926666876325,5.65268635583904,5.34598706306612,5.40422205252452,5.01491880806324,5.52499027349111,5.27793389169818,5.18113951385834,4.97163173682675,5.45758375042842,6.30350636034423,6.31701652019908,6.1680676940884,5.97094729180812,6.06214054876908
"PGD38823982",9.04832296699061,9.03809119779347,9.01886791444402,9.11547309937925,9.06018240665688,9.06769138841156,8.99590185441599,9.05841262600303,9.35782815070361,9.37430489449563,9.13873424771066,9.10398800078693,8.70204702440898,8.8756174360156,10.1835194028529,10.4381639223591,9.96367356542916,9.94279024701077,9.30226100793956,9.2620431239702,9.27551450397863,9.48481685066907,9.53448020678734
"PGD38823984",7.1437083869667,7.2449274256711,6.99969056525205,7.19510368843985,7.10638659141364,7.24347489591325,7.26894152448499,6.99710411547621,7.22121797375991,7.23109121831392,7.16222372514001,7.11947275665321,7.03690226934153,6.87469030890466,7.19678523849438,6.53395228940499,6.7856315683455,6.84478850561933,7.40340540385356,7.51146308817695,7.46801356830808,7.37067943495122,7.57717965686841
"PGD38823986",11.1745198712754,11.1368648380515,11.0080503344914,10.9870823027671,11.4885051498024,11.4633368210276,11.5530082209761,11.5682393873833,11.7905070554436,11.7873845432763,11.5797656486994,11.5815830639271,11.6529655753722,11.6494569422617,11.6995692092186,11.7584790844469,11.3999476483497,11.3544722487524,11.3251063203831,11.3351401616255,11.4492665395799,11.5442233491125,11.5471942728603
"PGD38823988",7.01531687935797,7.01319929886347,7.26232093961358,7.06167193827218,6.9043277178446,7.02074570956298,7.17636224942774,7.21148284760107,7.06875678962412,7.25430406583707,7.21945258589426,6.79214509034193,6.97204682853253,7.15687963047543,7.24204932402384,7.41426790869708,7.50007158432266,7.42180593168481,6.40660216826908,6.53568584498801,6.37792456829779,6.54653377887602,6.46199490075958
"PGD38823990",3.9174170694551,3.77247622500234,3.62284239972756,3.94911795373877,3.79580973201811,3.78355893214965,3.89273813849674,4.08181639616108,4.32985673552834,3.83155775669963,4.05411815256113,4.42924717767838,4.60211880295383,4.6460589968906,3.74558710406064,3.72009867002691,3.93435647706238,4.015389548196,3.5717692702848,3.95029782652925,3.62400575433065,3.98637659607591,4.17943626279479
"PGD38823996",5.16760698790675,5.00866620593904,5.62755816482152,5.70962079863682,5.27908516330638,5.23482631022545,5.22074567958332,5.28941078874024,5.16829525594552,5.02758097828219,5.38170413720086,4.96067226834972,4.25957682783862,4.18470247500272,4.75954391336304,4.54610041833832,4.81456702434155,4.47353347697664,5.85439757371829,5.75604138284013,5.67439744833983,5.23276447237012,5.52728795288146
"PGD38823998",7.36702766002018,7.56325835429961,7.43738747065878,7.51162587140017,7.66908846482433,7.60406469972357,8.29496215886038,8.26081908697122,8.06803120687923,8.16310147205335,8.27219264421368,8.39152100100756,7.65010048240652,7.68268184216516,7.46010245728639,7.40051309279083,7.48540147749618,7.26832765074994,8.66425168698079,8.58523616011853,8.62190223408215,8.91952549334848,8.89102514770395
"PGD38824000",5.42036935318383,5.44691673069781,5.59187585902297,5.88452440583477,5.4500865185818,5.35941060631364,5.22982842210545,5.05331172817854,5.23130373612078,4.96752047311023,5.22689261529934,5.29095016575442,4.87828530313465,5.07518642192019,4.81032199408033,4.86292858022186,4.77659389192498,5.04638641770534,5.35065430176489,5.57814264092609,5.57662668472558,5.68129332260395,5.7235756009485
"PGD38824002",7.56236042114492,7.41135406470999,7.53736586947459,7.58226441100996,7.48497177965341,7.51796630607574,8.0280412744281,8.00633512427405,8.02615913318987,8.07587098721426,7.94076375248983,8.09709748655912,8.35826410387328,8.31356304724771,8.57860908698889,8.47061587104546,8.63012280474716,8.63801580746419,7.36706062152612,7.35299003722427,7.55438463904863,7.30115897967552,7.3613280755448
"PGD38824004",6.24386111736609,6.33326994448985,6.34494701639538,6.0127728935475,6.26787663885461,6.43728770365187,6.29737370694146,6.20132628522871,6.66023311544986,6.55549151126519,6.42857528849048,6.76336896106794,6.39627058688789,6.31409600557349,6.45239245705505,6.44690412966881,6.62722766676903,6.16019028344007,6.87129376444989,6.91580760229736,6.67652966891184,6.78016814546338,6.78129424222541
"PGD38824006",5.93470815018637,5.95243340626925,6.05949150768299,6.11854430468011,5.92278107566513,5.7955933353432,6.07029580610691,5.79988254581835,5.96299106325536,5.78717509395986,6.13092594738366,6.00866924144191,5.11540812663813,5.3903136631961,4.97736300300207,5.41922084919972,5.38989974754248,5.05560312514772,5.8059195603454,5.88525328920424,6.06232253112398,5.70862442988067,6.17690585835165
"PGD38824008",5.4733035540175,5.40061580657911,5.37925059394667,5.4993216738677,5.34726373778574,5.30503045946599,9.48652381074561,9.44807295373947,9.48501098336587,9.46828346570931,9.3626288880398,9.41244935711608,5.56156482601045,5.63422193496271,5.29758884706369,5.82241753177826,5.8040894912029,5.43031260514287,5.68661797862267,5.83030175231907,5.9250655108195,5.95954240023371,6.06249459617025
"PGD38824010",3.99751687050521,4.06834435657816,3.97609876458415,4.31036865153163,3.61035703796003,3.74327583518861,8.83622230199988,8.895026543792,8.97069243777591,8.97064009303946,8.98188770507294,8.85900804629726,3.77114604841196,3.78560809671114,4.2915268195065,3.88047397873759,4.21125834195958,4.29159588829003,3.82336996755103,3.5344394526524,3.75814974490745,4.07461223646148,4.28367940532027
